ID Transaksi;Tanggal;Bulan;Tahun;Usia Pembeli;Gender;Berat Barang (gr);Berapa Kali Transaksi;Waktu Pengiriman (Hari);Ongkos Kirim
1763;7;11;2023;48;L;397;9;4;10000
799;6;8;2022;64;P;764;1;9;20000
3868;19;4;2023;21;L;204;20;7;20000
1987;17;3;2022;45;L;280;5;3;10000
4518;19;12;2024;57;L;812;14;10;10000
6849;25;11;2022;45;L;120;5;3;40000
9392;11;11;2022;56;P;111;10;13;50000
2922;29;3;2022;33;P;228;1;5;40000
6441;4;8;2024;66;L;465;9;10;20000
2064;18;8;2022;68;P;129;5;4;10000
508;1;9;2024;76;P;483;17;11;40000
345;22;12;2023;38;L;572;19;1;50000
9071;24;3;2024;72;L;167;13;5;40000
9073;2;2;2022;30;L;71;20;14;20000
8014;15;4;2023;72;L;291;2;4;20000
8843;13;1;2023;69;P;441;15;12;40000
7502;31;3;2022;39;L;713;4;7;10000
6832;23;2;2024;37;L;16;16;1;20000
4626;2;10;2023;48;P;199;1;9;50000
7729;28;9;2022;51;P;856;13;3;10000
4517;8;7;2023;46;P;129;14;5;20000
7948;29;6;2024;59;P;231;3;7;30000
6046;31;4;2023;66;L;460;15;2;20000
8715;31;12;2024;64;L;258;17;9;10000
1394;1;2;2022;78;P;109;6;8;20000
1428;31;2;2024;75;P;619;13;13;50000
3097;5;4;2022;71;P;787;7;7;30000
1569;2;9;2022;31;P;263;1;2;10000
2718;10;9;2022;60;L;225;20;2;20000
4798;5;11;2023;24;P;96;13;12;10000
9528;4;9;2023;39;P;978;10;3;10000
6596;23;3;2023;32;P;524;17;8;20000
7432;3;6;2022;39;L;605;13;13;20000
9221;17;10;2022;60;L;197;12;12;50000
3596;31;10;2022;28;P;520;15;9;50000
3123;25;3;2024;64;P;850;19;10;10000
8633;21;3;2022;48;P;15;8;10;10000
4486;25;3;2022;29;P;460;11;2;40000
7579;22;2;2024;80;L;162;3;5;40000
5402;5;12;2024;33;L;726;8;9;30000
3984;12;11;2022;25;L;65;3;7;30000
7469;26;8;2024;63;P;62;9;7;10000
9939;29;2;2022;50;L;751;11;6;50000
412;30;5;2024;59;P;353;12;1;20000
2074;6;2;2022;76;L;786;10;13;50000
1833;25;10;2024;54;P;356;1;9;40000
8792;13;12;2023;38;P;826;4;3;30000
8623;11;8;2024;74;P;895;4;3;20000
1357;12;5;2022;56;P;216;20;5;50000
3145;23;8;2023;78;P;883;12;10;50000
65;12;9;2023;79;P;545;15;9;50000
5856;22;10;2024;74;P;714;10;12;10000
986;12;5;2023;25;P;915;8;13;50000
3954;29;11;2023;29;L;354;11;13;10000
4242;27;11;2023;51;P;908;18;2;20000
4417;22;1;2023;72;P;603;11;6;40000
3536;15;1;2024;56;L;456;14;14;40000
2433;9;7;2024;33;L;386;6;7;10000
4566;17;12;2022;72;L;21;4;6;10000
6566;12;6;2023;29;L;293;3;2;30000
2982;8;2;2022;31;P;813;20;5;50000
2650;21;6;2024;71;L;962;20;5;40000
3961;1;9;2023;63;L;858;3;14;20000
6630;27;10;2023;49;L;150;12;9;50000
6564;25;2;2023;70;L;906;5;5;10000
9640;25;1;2023;79;L;403;4;9;50000
9360;5;1;2024;69;L;64;10;8;20000
5884;8;11;2024;51;P;328;9;10;10000
9477;4;2;2024;45;P;794;4;11;40000
372;13;1;2022;33;P;451;18;1;20000
5185;7;9;2024;23;P;135;13;6;40000
7052;24;10;2022;46;L;709;19;11;50000
3701;9;5;2022;58;P;938;10;5;30000
3583;19;11;2023;75;P;467;17;12;40000
7906;25;10;2023;42;P;940;14;6;40000
9524;5;12;2022;71;L;353;10;10;40000
5673;24;11;2024;22;L;105;8;1;30000
2942;27;7;2024;71;L;77;17;13;30000
7223;29;12;2023;29;L;601;12;11;30000
8520;15;12;2023;79;P;724;2;6;50000
7997;30;9;2024;52;L;853;13;11;20000
5239;23;9;2022;69;L;865;4;4;50000
8749;5;3;2023;38;P;995;13;4;40000
5637;23;12;2022;79;P;319;15;12;40000
3315;24;3;2024;69;P;901;17;13;50000
5988;12;12;2023;21;L;414;12;6;10000
9026;4;5;2023;45;L;150;14;7;40000
5653;11;3;2024;57;P;517;7;14;20000
782;23;2;2022;51;L;430;18;6;30000
9294;24;7;2024;74;P;923;15;1;50000
2812;4;6;2022;55;P;745;11;10;50000
9737;15;1;2024;56;L;352;9;3;20000
6296;20;5;2022;77;L;91;7;6;20000
9642;20;10;2024;39;P;490;3;7;50000
2156;29;9;2022;70;L;434;18;2;30000
1472;27;1;2023;35;P;923;17;5;40000
6122;18;10;2024;30;L;697;18;4;20000
2907;16;4;2023;72;L;264;8;12;30000
8874;22;4;2023;30;P;914;7;6;10000
5074;10;2;2024;38;P;545;10;11;40000
2987;2;9;2022;66;P;635;10;8;20000
5808;16;1;2023;37;P;483;6;1;10000
2958;26;4;2022;52;P;507;6;3;40000
7505;9;5;2023;79;P;860;7;11;20000
7965;31;5;2023;27;P;720;15;8;20000
9826;10;8;2023;33;L;882;11;8;30000
5354;18;4;2024;39;L;628;20;3;30000
3571;1;2;2024;44;P;950;19;7;40000
593;23;2;2023;32;L;889;8;7;40000
481;18;4;2024;26;L;793;13;11;10000
7964;6;9;2022;44;P;616;13;8;40000
4458;30;8;2023;62;P;478;18;2;50000
3510;5;10;2022;46;P;819;19;7;30000
6785;13;6;2024;38;P;92;3;9;30000
7266;5;3;2024;21;L;679;7;14;40000
6487;21;8;2022;80;P;407;17;5;50000
363;1;1;2023;32;L;540;5;13;50000
1591;8;5;2023;40;L;937;14;5;10000
4851;1;2;2024;37;P;154;2;7;40000
9131;1;6;2022;22;P;570;8;6;20000
6397;6;5;2023;45;L;177;12;10;20000
9283;7;10;2022;31;L;978;5;5;30000
8055;12;12;2022;53;P;639;4;12;50000
7546;26;3;2023;35;L;494;18;11;20000
3783;21;11;2024;68;P;660;14;11;40000
101;8;1;2023;76;P;614;12;2;50000
624;20;10;2023;28;P;966;1;9;40000
3278;27;6;2022;59;P;854;1;14;20000
1218;13;3;2023;31;P;995;19;14;10000
9609;9;9;2022;28;L;335;19;13;40000
3057;22;1;2023;24;L;335;1;12;50000
4545;16;9;2023;56;L;834;7;10;40000
678;5;5;2023;41;P;638;5;11;30000
8263;26;10;2023;24;P;204;12;13;10000
392;25;8;2023;76;L;260;12;12;30000
9029;18;4;2024;80;L;750;20;5;50000
8570;31;10;2022;61;P;793;20;8;30000
1786;18;8;2023;79;P;77;15;12;40000
7254;8;3;2022;59;P;28;10;12;40000
6292;9;12;2022;40;P;232;18;5;10000
3339;25;4;2024;80;L;259;6;4;10000
7947;20;11;2024;71;P;181;10;6;20000
7233;20;9;2023;27;P;674;13;11;20000
8349;31;4;2022;56;L;838;13;13;10000
8073;21;10;2024;70;L;700;12;10;50000
5649;28;11;2024;51;P;306;6;6;50000
6123;10;2;2023;24;L;998;2;2;10000
8054;21;4;2024;44;P;538;9;4;10000
3487;19;12;2023;59;L;11;17;8;10000
4556;27;11;2023;72;L;325;13;5;10000
5101;17;11;2024;69;P;822;13;8;20000
6904;30;9;2024;29;L;873;1;6;30000
9873;19;5;2022;66;P;348;12;11;40000
7771;21;6;2023;25;P;231;9;5;10000
6093;9;3;2022;24;L;235;13;12;20000
3167;8;7;2024;29;P;826;6;8;40000
1964;22;12;2024;64;P;481;17;9;40000
5878;1;5;2023;29;P;898;4;14;10000
1089;7;3;2022;44;P;152;18;8;20000
1522;23;4;2024;68;P;112;16;2;30000
4193;2;9;2024;70;P;64;11;7;10000
2552;18;4;2022;36;L;8;10;5;50000
6105;24;1;2024;26;L;256;19;6;10000
9188;2;7;2023;35;L;26;17;9;20000
3262;4;12;2024;22;L;475;8;9;20000
8917;1;7;2023;76;L;455;11;5;10000
5363;30;3;2022;32;L;479;5;3;20000
9344;23;2;2024;40;P;667;1;7;40000
3652;1;7;2024;58;P;5;13;10;30000
3581;21;1;2022;32;P;135;3;4;10000
7785;1;10;2023;28;P;328;18;9;40000
3718;28;5;2024;63;P;694;20;10;10000
1755;15;11;2022;66;P;923;12;9;10000
911;17;10;2024;42;P;831;12;3;10000
4704;30;11;2022;43;P;33;2;5;20000
8047;20;9;2022;46;P;156;10;5;50000
958;2;12;2024;51;L;891;17;3;50000
5565;22;2;2022;72;L;314;15;11;40000
2183;3;11;2024;23;P;416;17;3;40000
1735;26;1;2022;58;P;737;19;2;10000
5228;1;5;2024;45;P;775;14;3;10000
2121;25;6;2023;68;P;172;3;10;50000
3655;22;9;2022;57;P;269;11;5;10000
723;14;2;2024;70;P;465;11;7;30000
2801;3;3;2022;54;P;852;18;1;20000
3156;18;10;2022;71;P;518;2;1;40000
5974;23;9;2024;39;P;695;16;6;20000
7790;23;8;2022;66;L;301;19;3;20000
5721;19;10;2024;23;L;352;18;5;20000
7276;9;11;2022;41;P;730;15;11;50000
7531;28;10;2023;29;P;733;15;1;30000
854;19;4;2023;70;P;760;7;9;10000
5628;11;1;2023;33;L;322;11;6;20000
6672;18;4;2024;48;L;750;15;10;20000
6389;5;6;2022;41;P;631;4;3;10000
8126;9;5;2024;67;L;168;10;11;40000
383;4;3;2022;71;L;804;1;8;50000
4;3;7;2024;78;L;368;19;12;30000
7931;29;11;2022;26;P;892;3;2;50000
8442;30;4;2024;74;L;275;12;7;50000
5859;26;9;2022;48;L;889;16;14;20000
695;21;9;2023;54;L;105;13;14;20000
1477;14;12;2022;62;L;620;3;13;10000
7066;2;2;2022;64;P;254;2;10;30000
5587;10;3;2024;77;L;697;18;11;50000
7126;26;7;2023;61;P;348;18;10;10000
2589;24;2;2023;72;L;293;7;5;40000
9620;19;12;2022;40;P;984;7;9;40000
3612;8;3;2023;72;P;407;8;7;30000
8362;5;6;2024;79;P;719;7;1;30000
153;21;9;2024;38;P;697;12;4;30000
7398;29;8;2024;35;P;249;14;7;40000
541;10;3;2023;35;P;441;9;12;20000
662;20;5;2022;67;L;73;17;1;30000
8977;10;3;2024;67;P;582;15;6;50000
374;10;12;2022;35;L;646;6;12;40000
2839;5;5;2022;49;P;987;9;1;50000
6758;28;10;2023;77;L;178;8;1;50000
7881;8;5;2023;56;L;385;9;12;40000
8349;8;9;2022;26;L;436;9;7;50000
2123;29;6;2022;61;P;709;16;4;20000
4224;14;1;2023;32;L;670;20;8;20000
6644;6;12;2022;71;P;584;19;10;50000
1998;30;10;2023;58;L;858;18;3;10000
7391;8;1;2023;53;L;678;13;10;50000
3427;30;2;2023;35;L;204;4;1;10000
9504;15;11;2022;30;P;93;8;1;10000
5699;25;1;2022;52;P;10;4;1;20000
9669;22;2;2024;56;P;97;17;7;30000
3224;2;9;2023;74;L;462;12;6;30000
7802;6;2;2023;47;P;936;8;3;50000
2495;16;9;2023;47;P;580;2;6;50000
9068;12;9;2022;21;L;162;5;10;50000
1620;1;6;2024;24;P;360;9;6;50000
2723;7;1;2022;39;P;175;2;1;30000
7296;17;6;2024;30;L;368;6;12;50000
2972;17;12;2022;41;L;378;4;11;30000
638;17;2;2022;53;P;231;17;8;30000
6999;5;3;2023;35;P;42;19;12;10000
3615;15;3;2022;35;P;137;7;7;50000
1592;18;10;2024;40;L;835;1;11;40000
719;22;1;2022;78;L;724;15;5;50000
6345;21;9;2022;61;P;434;3;8;30000
4001;2;5;2024;30;L;707;12;5;20000
7653;8;11;2022;22;L;649;20;1;30000
3787;26;8;2024;77;P;732;12;9;30000
1475;16;11;2022;54;L;802;9;11;40000
6069;10;1;2024;37;L;360;4;14;30000
5834;29;9;2022;80;P;48;10;12;50000
7208;17;6;2023;23;L;795;20;5;20000
1265;29;1;2023;22;P;990;16;7;40000
1054;15;3;2022;74;L;710;3;2;50000
8352;17;1;2024;36;P;95;17;2;40000
8432;29;10;2022;28;P;987;15;3;30000
3980;4;6;2022;49;P;244;13;10;40000
5915;25;8;2022;70;L;516;20;8;10000
6612;14;6;2023;64;P;100;3;2;20000
4357;21;7;2022;56;P;335;6;5;40000
9322;21;2;2024;26;L;233;11;11;20000
4680;22;1;2024;47;P;645;2;9;30000
4684;26;11;2023;36;P;331;13;9;20000
7486;9;1;2024;63;P;343;19;11;10000
8304;26;3;2023;44;L;535;4;9;10000
6164;27;11;2022;33;L;496;14;1;30000
7788;26;8;2022;21;P;130;16;5;50000
2069;15;7;2024;38;L;258;11;13;10000
8117;27;5;2024;24;L;566;18;2;10000
1154;28;2;2023;40;L;212;2;11;10000
4863;27;3;2022;64;L;736;6;3;10000
1204;26;2;2022;39;P;99;12;12;30000
9652;11;1;2023;63;L;952;14;13;20000
8326;1;7;2022;56;L;856;20;7;40000
2845;19;2;2023;57;L;479;3;8;10000
3662;11;12;2024;45;P;459;19;14;30000
8353;19;4;2023;28;L;897;16;6;10000
7944;8;3;2024;42;P;241;2;5;40000
5455;30;10;2024;54;P;450;8;6;20000
7332;30;1;2023;54;P;788;11;3;10000
7253;13;4;2023;79;P;925;12;10;50000
9926;22;10;2024;64;P;243;6;4;30000
3710;14;8;2022;35;P;798;1;6;20000
8985;3;5;2023;56;L;935;17;2;10000
3149;11;10;2024;51;P;81;4;8;20000
5898;4;5;2023;80;L;814;19;2;20000
8479;10;5;2024;68;L;38;6;1;50000
5742;21;10;2023;53;L;187;1;2;20000
7349;25;3;2022;29;L;18;18;11;50000
5861;24;5;2024;50;L;201;17;9;10000
9015;8;5;2024;56;L;597;5;8;30000
6246;8;12;2024;67;P;590;19;13;30000
3892;27;9;2022;66;P;552;11;9;10000
6927;18;9;2024;75;L;765;5;4;20000
7473;5;6;2023;70;L;906;14;9;30000
52;22;12;2022;76;L;901;1;4;30000
5128;3;3;2024;32;P;943;10;1;10000
8086;25;8;2024;65;P;482;19;1;10000
3860;16;11;2022;27;L;26;1;11;50000
7894;10;8;2022;67;L;699;10;4;10000
255;15;2;2022;24;P;605;20;4;20000
3283;31;6;2024;29;L;952;9;12;40000
7896;7;4;2024;80;P;50;16;7;40000
8726;1;2;2022;75;P;114;18;14;10000
9464;7;2;2024;48;L;285;3;9;20000
4721;24;4;2023;60;P;846;20;14;10000
55;28;9;2024;79;P;252;12;6;10000
2376;31;1;2022;40;L;624;18;9;30000
4611;31;6;2022;24;P;29;20;6;30000
5198;14;3;2023;59;L;393;14;4;20000
4951;25;1;2023;68;P;886;19;12;10000
8270;20;1;2024;73;L;972;9;5;10000
5598;15;1;2024;54;L;990;8;1;20000
640;20;2;2023;59;P;732;3;9;50000
3404;24;2;2024;41;P;243;2;3;30000
7372;26;6;2024;44;P;766;15;7;10000
5488;23;5;2022;42;L;538;3;7;10000
2136;22;11;2024;23;P;273;4;8;10000
7160;28;12;2024;27;P;172;13;12;30000
2709;3;1;2023;32;P;331;9;9;30000
3749;20;9;2024;57;P;503;2;10;40000
5796;14;10;2023;56;P;156;12;1;40000
5464;12;10;2023;22;P;237;11;3;20000
5512;28;3;2024;39;P;46;18;11;50000
5912;3;10;2022;62;L;567;15;11;30000
4318;22;7;2023;76;P;782;9;11;20000
1887;7;9;2022;68;L;525;1;5;40000
9080;17;4;2023;49;P;209;3;1;10000
6776;5;9;2024;36;L;265;5;1;20000
869;22;9;2022;49;P;777;18;7;40000
3291;30;12;2022;63;P;874;20;3;50000
6362;30;7;2024;61;P;430;10;1;30000
2982;11;12;2023;28;L;122;6;1;20000
4974;5;6;2024;61;L;482;16;9;10000
4178;7;1;2023;69;P;90;5;8;30000
1283;19;8;2022;68;L;914;12;6;30000
1254;31;7;2022;44;L;989;18;12;50000
8872;9;3;2023;35;L;354;19;6;40000
3653;14;3;2023;30;L;71;16;12;20000
2036;28;12;2024;30;P;799;15;9;20000
2076;7;9;2024;73;P;572;15;7;10000
3347;3;12;2024;77;L;185;17;9;10000
1507;16;8;2024;31;L;792;8;7;20000
634;22;1;2023;24;L;968;19;13;10000
411;29;11;2022;23;L;829;8;3;10000
7712;16;6;2024;58;P;506;5;9;50000
5929;31;2;2023;32;P;136;15;11;10000
4339;8;11;2024;37;L;64;14;5;20000
5836;16;12;2024;34;P;216;11;8;40000
799;14;4;2022;48;P;644;16;11;10000
737;8;9;2023;67;L;137;11;5;10000
4623;9;12;2022;38;P;439;11;12;20000
7984;13;1;2024;57;P;806;6;2;50000
8622;8;8;2024;57;P;52;17;9;10000
868;13;3;2024;53;L;131;4;12;40000
6503;15;4;2024;60;P;665;2;14;50000
9763;13;10;2022;74;L;728;12;3;50000
4687;31;2;2024;41;P;634;11;2;20000
6315;2;11;2022;79;L;89;4;12;30000
6476;9;8;2024;37;P;366;13;11;20000
1004;3;2;2023;26;L;931;4;8;30000
9963;11;9;2023;72;L;246;7;10;20000
5827;13;9;2023;66;L;614;7;9;30000
5699;16;3;2023;33;P;548;19;2;40000
9254;6;4;2024;66;L;196;15;14;10000
1609;18;8;2023;22;L;290;3;1;40000
5516;13;11;2023;50;L;101;4;6;50000
4825;26;11;2022;50;L;784;2;4;50000
8229;2;12;2024;44;P;390;12;6;30000
93;18;10;2022;29;P;218;1;13;10000
3869;8;1;2022;35;P;311;9;11;10000
2007;25;6;2022;23;P;560;13;10;10000
1675;10;1;2022;63;P;826;8;2;50000
9068;16;1;2022;42;L;954;12;12;40000
8768;5;3;2022;42;L;182;1;1;40000
9023;16;4;2024;69;P;156;18;3;50000
2023;20;10;2023;28;P;934;6;5;50000
5310;5;4;2024;69;P;953;17;11;30000
1245;16;7;2023;51;P;318;15;7;50000
8905;19;3;2023;31;P;807;4;1;40000
1619;21;12;2022;30;P;163;20;6;30000
9662;7;9;2023;75;P;104;3;7;40000
5517;7;7;2023;73;P;999;15;10;30000
4599;10;8;2024;56;P;796;18;14;10000
5024;15;12;2024;65;L;126;8;1;40000
9427;10;10;2022;52;L;959;18;1;20000
5665;15;5;2023;76;L;90;4;12;30000
2435;2;1;2022;70;L;169;17;5;30000
3981;20;5;2024;49;P;384;10;13;10000
4478;21;8;2023;38;L;63;3;7;30000
7009;31;11;2022;47;P;897;7;4;30000
8312;18;3;2023;56;P;997;20;9;40000
4372;11;8;2024;62;P;129;3;6;20000
403;2;2;2023;72;L;144;15;5;30000
2730;8;4;2024;56;P;229;16;14;20000
8497;24;5;2022;45;P;676;4;7;40000
5274;24;9;2024;36;P;391;20;5;10000
7754;4;5;2022;58;P;182;15;5;20000
9586;20;11;2023;36;P;65;6;2;50000
1785;18;4;2023;58;P;27;12;10;40000
1671;8;4;2023;73;P;818;15;13;40000
976;23;12;2022;80;L;801;19;1;50000
4634;10;6;2023;75;P;997;9;11;40000
5233;7;6;2022;77;L;873;1;11;40000
8249;4;10;2024;42;L;242;7;2;10000
3277;16;5;2023;77;L;291;16;3;40000
4484;20;11;2023;73;P;551;13;3;10000
399;3;10;2023;44;P;169;10;7;20000
7269;21;2;2024;61;P;654;7;1;30000
3105;15;8;2024;30;P;770;18;8;10000
2891;25;3;2023;43;L;644;5;10;20000
4183;12;6;2024;58;L;850;5;4;40000
9135;14;4;2023;45;L;546;12;5;50000
1665;14;2;2023;33;L;438;12;2;20000
1167;15;2;2022;51;P;566;12;10;40000
8309;21;1;2024;57;L;686;11;12;20000
1518;15;3;2023;69;L;591;7;8;20000
7805;29;2;2024;69;L;936;4;3;20000
6517;27;4;2023;63;L;520;5;4;50000
2223;16;8;2023;74;L;589;3;13;40000
2541;25;3;2022;48;L;376;9;1;10000
3667;28;8;2024;70;L;844;11;13;40000
561;13;10;2024;25;P;424;17;8;20000
6224;9;5;2024;22;L;780;5;12;30000
2318;25;1;2023;51;L;223;11;7;50000
9588;26;11;2022;41;L;146;3;12;50000
9112;30;1;2023;45;L;583;5;14;20000
1721;10;5;2024;74;L;208;7;14;50000
5138;28;10;2023;29;L;415;15;7;40000
6599;19;4;2023;24;P;497;10;5;10000
5703;11;12;2024;73;P;576;13;9;30000
9435;6;6;2022;64;P;950;8;8;50000
3028;6;4;2024;40;L;838;7;5;20000
6023;3;4;2024;33;P;301;16;3;10000
8331;11;11;2024;31;L;808;20;12;30000
7822;20;2;2022;79;L;330;6;2;10000
817;3;4;2022;62;P;665;1;14;50000
4668;10;8;2023;32;P;467;16;12;20000
8700;19;1;2023;45;P;860;18;1;10000
7731;16;10;2024;43;P;929;17;6;50000
3205;21;1;2024;27;P;648;19;14;30000
4590;28;8;2023;54;P;5;16;12;30000
7068;13;6;2022;58;P;108;11;14;30000
3672;14;12;2022;46;L;568;10;12;10000
2797;21;11;2023;70;P;393;14;11;30000
5867;5;9;2024;39;P;519;7;8;50000
23;29;3;2024;60;P;739;4;13;10000
9414;6;11;2024;79;L;500;9;14;50000
815;14;7;2024;54;L;502;1;4;20000
8241;30;11;2022;75;P;672;4;12;50000
5021;9;4;2024;52;L;957;18;9;20000
5089;7;11;2023;30;P;585;13;5;40000
1070;19;4;2022;68;P;367;6;6;20000
9566;2;5;2022;33;L;249;18;11;50000
8560;19;12;2023;49;L;153;15;9;30000
5449;21;12;2023;80;L;467;12;9;50000
8585;24;5;2023;33;L;681;20;9;10000
5674;9;6;2024;57;L;161;20;14;10000
1042;21;5;2022;37;P;256;9;13;30000
4249;21;1;2023;74;L;988;13;14;50000
879;10;7;2024;78;L;322;4;12;40000
2938;31;7;2022;25;P;91;6;12;30000
4003;18;5;2024;33;P;892;14;3;20000
9795;19;8;2023;59;L;662;12;13;40000
7997;8;10;2023;47;P;637;20;14;40000
9567;17;2;2024;52;P;451;7;11;30000
3731;15;1;2023;57;L;178;13;4;50000
1438;25;11;2022;24;L;886;1;13;40000
5177;11;11;2023;62;P;506;11;7;40000
1838;17;10;2024;80;P;561;10;11;40000
4094;26;8;2023;60;P;937;12;3;40000
3630;16;5;2023;31;P;122;10;8;40000
9338;10;12;2022;43;P;541;15;3;50000
1003;9;3;2024;40;L;287;8;8;40000
8097;22;4;2024;36;P;621;9;6;20000
8756;21;4;2024;64;P;550;13;4;30000
7251;18;6;2023;68;L;140;15;3;50000
971;5;6;2023;38;P;341;18;13;40000
3073;23;3;2022;56;L;854;12;13;40000
4349;22;7;2024;80;P;88;15;14;50000
2084;6;7;2024;60;L;314;4;2;20000
1050;28;11;2022;75;P;85;12;8;10000
2849;27;12;2022;40;L;69;11;5;30000
5220;19;7;2022;31;P;303;15;8;20000
9268;1;2;2023;34;L;852;16;14;40000
2736;22;8;2024;59;P;359;4;5;10000
5779;22;2;2023;68;L;432;7;5;40000
2141;27;4;2024;48;P;718;20;8;10000
2411;16;9;2023;30;L;722;8;1;10000
5196;2;10;2024;32;L;507;4;14;50000
4349;4;3;2024;70;P;627;17;5;50000
1444;9;11;2024;70;L;733;19;13;50000
3208;4;11;2022;59;P;572;13;11;40000
6872;25;12;2023;45;P;375;1;5;20000
9174;18;7;2022;76;P;640;4;2;20000
6678;11;2;2022;71;L;868;18;10;30000
9036;19;4;2022;61;L;121;12;4;40000
9001;12;12;2024;44;P;225;9;14;20000
5310;24;11;2023;62;L;18;7;1;10000
5653;2;2;2024;55;L;367;12;14;40000
1871;13;1;2023;35;P;950;1;2;30000
5265;23;7;2022;53;P;298;15;7;10000
1252;26;2;2023;60;P;871;13;7;10000
6696;14;4;2024;45;P;719;12;1;20000
7008;20;10;2022;68;P;245;5;13;30000
5704;13;11;2022;22;L;587;17;5;20000
7150;24;5;2023;21;P;383;13;7;20000
8567;6;8;2024;40;P;292;13;8;30000
6;3;11;2022;37;L;545;11;11;30000
8008;7;7;2023;51;P;546;13;11;50000
9239;14;2;2024;77;P;352;12;13;40000
4214;11;5;2022;68;P;922;19;14;50000
4999;26;4;2024;34;P;525;17;7;50000
9465;4;1;2022;68;P;550;8;6;20000
2209;16;10;2024;61;P;944;18;11;40000
9986;15;11;2022;42;P;169;20;11;20000
1510;28;12;2023;24;L;447;18;10;10000
4534;8;9;2023;55;P;653;7;11;50000
6078;26;7;2022;74;P;109;17;4;40000
7097;14;8;2024;40;L;16;5;4;50000
3473;19;10;2023;48;L;878;10;14;40000
9116;18;10;2024;21;L;530;19;2;50000
7128;1;9;2022;33;L;170;12;8;40000
9703;27;8;2023;71;P;731;13;7;50000
9905;1;1;2023;53;P;770;2;7;50000
5089;26;5;2023;55;L;754;4;5;20000
5095;13;10;2023;40;P;477;11;2;50000
4517;22;10;2024;71;L;34;10;7;20000
730;23;7;2024;22;P;414;8;12;10000
7537;20;5;2023;80;P;231;2;6;50000
9580;11;1;2023;56;L;159;6;5;10000
2458;12;3;2022;36;P;779;18;2;20000
6786;6;8;2023;64;P;996;12;11;20000
6580;16;2;2024;25;P;53;2;2;20000
639;12;12;2024;33;P;443;17;4;20000
2466;8;9;2024;45;P;875;16;9;20000
868;10;12;2024;59;L;300;19;8;40000
4892;14;6;2024;69;P;808;5;8;20000
3984;16;10;2024;64;L;509;7;4;20000
2882;27;2;2022;58;P;185;17;3;10000
8418;24;3;2024;49;P;578;12;12;50000
7274;24;10;2023;61;L;333;4;6;30000
1141;30;3;2024;71;L;50;4;4;40000
9794;7;6;2023;80;P;229;3;7;50000
8964;20;5;2024;55;P;991;14;8;10000
9559;27;10;2023;21;L;159;15;11;20000
5638;6;10;2024;66;L;293;12;6;10000
184;24;3;2024;52;L;858;7;14;20000
6519;3;7;2023;49;L;337;16;1;30000
5386;13;2;2022;22;L;630;13;6;50000
2536;15;10;2023;66;P;147;14;2;20000
5516;14;1;2022;36;L;964;6;9;20000
7411;3;9;2023;29;L;724;17;1;50000
4251;10;5;2023;63;L;345;19;7;10000
9513;28;6;2023;46;L;533;17;10;30000
4406;31;12;2024;41;L;170;9;1;50000
6778;19;3;2024;51;L;517;12;2;40000
389;19;8;2022;36;P;360;1;12;50000
5953;16;3;2022;22;L;64;9;13;50000
4464;25;1;2022;30;P;584;9;9;10000
2682;21;9;2023;58;L;130;14;3;50000
763;14;5;2023;32;L;266;5;11;50000
5812;17;12;2022;34;P;723;1;10;40000
3176;31;3;2023;21;P;773;18;2;40000
941;27;7;2024;39;P;534;17;4;50000
6351;6;5;2022;31;P;36;10;6;10000
2927;3;1;2022;74;L;519;13;10;40000
5729;29;8;2023;44;P;8;13;2;40000
8735;3;6;2022;37;L;897;17;14;40000
4447;22;7;2024;69;P;632;18;7;10000
9020;10;11;2023;40;L;315;8;8;40000
902;7;6;2024;70;L;927;14;11;40000
5693;18;7;2023;51;P;512;16;11;40000
9238;2;7;2024;69;P;310;3;4;40000
8872;4;5;2023;42;L;66;19;1;20000
7865;4;5;2024;33;L;891;2;8;20000
5762;7;4;2023;38;L;661;10;3;50000
3816;18;11;2023;69;L;10;12;9;50000
6567;29;2;2022;54;P;973;17;10;30000
7526;22;7;2022;25;L;198;16;3;30000
1183;21;8;2023;60;L;345;11;14;40000
4137;9;7;2023;25;L;792;2;3;50000
5999;15;2;2024;71;L;351;17;2;30000
523;29;12;2022;52;P;435;20;7;40000
6136;19;3;2024;50;P;814;1;6;40000
617;19;6;2022;69;P;361;3;13;20000
335;31;2;2023;30;L;366;15;2;40000
9604;12;12;2023;66;P;407;6;2;20000
922;22;5;2023;39;L;207;2;12;50000
7265;4;8;2022;59;L;305;15;9;10000
8279;27;10;2023;46;P;897;17;11;50000
3356;28;7;2023;63;P;381;17;10;40000
9368;18;4;2023;23;L;326;15;11;30000
8154;18;10;2024;28;P;930;16;1;50000
5700;11;6;2023;66;P;92;16;6;40000
5128;31;10;2022;77;L;882;7;1;40000
5163;29;7;2022;39;L;955;1;11;30000
9038;19;6;2023;60;P;667;19;12;50000
3875;21;7;2023;50;L;726;4;13;50000
6613;25;11;2024;39;L;178;17;5;50000
9291;22;6;2022;76;P;349;18;5;10000
5729;29;12;2022;34;P;816;5;8;10000
8171;26;7;2022;70;P;876;13;4;40000
1580;20;10;2023;50;L;341;7;8;40000
6794;10;10;2022;74;P;895;6;4;30000
7271;16;8;2023;53;P;996;12;9;50000
4581;11;5;2023;24;P;822;12;14;30000
4285;19;10;2024;36;P;787;6;8;40000
5359;31;9;2023;79;L;271;20;11;10000
